Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:55:33:41.646,61,0.0000000000,0.0000000000,0.1319337487,0.0000000000,0.1661281884,0.0931807980,0.1282693595,0.0000000000,0.0000000000,0.0000000000,0.0181518476,0.1666342467,0.0931525156,0.1279131472,0.0209721085,0.0000000000,0.0116978707,0.0628193989,0.0739001632,0.0338431671,0.0649919063,0.0000000000,0.0201509204,0.0000000000,0.0000000000,0.0702526793,0.0579086132,0.0119174542,0.0127036599,0.0634208992,0.0709449202,0.0362200402,0.0305508543,0.0465463959,0.0227064639,0.0139475465,0.0145597700,0.0333877467,0.0324709006,0.0049410802,0.0055304216,0.0084113358,0.0084490674,0.0447234251,0.0000000000,0.0000000000,0.0124794850,0.0363196842,0.0397049971,0.0266763438,0.0312931091,0.0000000012,-0.1034252271,-0.0446123779,-1.6400300264,0.0110590365,-0.0727123693,-0.0008055322,0.0803816468,-0.0727223158,-0.0058494960
11:55:33:42.648,61,0.0000000000,0.0000000000,0.1274028569,0.0000000000,0.1697104722,0.0926976725,0.1274507344,0.0000000000,0.0000000000,0.0000000000,0.0137269348,0.1701951325,0.0926686153,0.1270928979,0.0210185926,0.0000000000,0.0121854590,0.0632439479,0.0743495524,0.0341319069,0.0660397261,0.0000000000,0.0199169237,0.0000000000,0.0000000000,0.0718732551,0.0596136227,0.0118507063,0.0126183098,0.0632681474,0.0708638653,0.0363850705,0.0306263119,0.0467091314,0.0227465443,0.0139730219,0.0145795234,0.0333934985,0.0324478671,0.0049561947,0.0055433121,0.0089229383,0.0089632245,0.0445652120,0.0000000000,0.0000000000,0.0125130080,0.0362701006,0.0395656191,0.0268066991,0.0314538404,0.0000000009,-0.1024057195,-0.0424447991,-1.6414614916,0.0083621992,-0.0742642358,-0.0006221490,0.0776122659,-0.0742741451,-0.0057693482
11:55:33:43.650,61,0.0000000000,0.0000000000,0.1256604344,0.0000000000,0.1711080670,0.0924627483,0.1269899309,0.0000000000,0.0000000000,0.0000000000,0.0119611099,0.1715842634,0.0924332812,0.1266290545,0.0211328547,0.0000000000,0.0128276553,0.0641966537,0.0756394193,0.0344537422,0.0669355094,0.0000000000,0.0196734462,0.0000000000,0.0000000000,0.0725019723,0.0604163557,0.0118300738,0.0125814592,0.0632787421,0.0710080415,0.0366731361,0.0308092386,0.0468813442,0.0227752235,0.0140101006,0.0146096693,0.0335570201,0.0325856172,0.0049775038,0.0055613327,0.0102147553,0.0102729406,0.0444178171,0.0000000000,0.0000000000,0.0125390030,0.0362903886,0.0394972414,0.0269750655,0.0316481553,0.0000000007,-0.1040034965,-0.0408266038,-1.6423835754,0.0072861575,-0.0748697445,-0.0005465295,0.0765473396,-0.0748796538,-0.0057369056
11:55:33:44.651,61,0.0000000000,0.0000000000,0.1263102442,0.0000000000,0.1653740257,0.0919173285,0.1266461611,0.0000000000,0.0000000000,0.0000000000,0.0124325594,0.1658382118,0.0918871984,0.1262829006,0.0212585106,0.0000000000,0.0133725023,0.0649602339,0.0765520558,0.0347779728,0.0686627105,0.0000000000,0.0194751900,0.0000000000,0.0000000000,0.0730534419,0.0610987544,0.0117932959,0.0125306789,0.0631438419,0.0709668025,0.0369379781,0.0310366508,0.0469642431,0.0227568913,0.0140286284,0.0146237118,0.0337444060,0.0327422097,0.0049939053,0.0055750092,0.0109209903,0.0109831858,0.0442733988,0.0000000000,0.0000000000,0.0126056727,0.0362447798,0.0393535383,0.0271417871,0.0318483450,0.0000000009,-0.1060814485,-0.0386253335,-1.6439435482,0.0075747436,-0.0723626465,-0.0005490819,0.0769573599,-0.0723726079,-0.0055737863
11:55:33:45.653,61,0.0000000000,0.0000000000,0.1260343790,0.0000000000,0.1642309129,0.0916335955,0.1261728704,0.0000000000,0.0000000000,0.0000000000,0.0120992130,0.1646898389,0.0916031152,0.1258114874,0.0213532038,0.0000000000,0.0137584256,0.0655107275,0.0771903098,0.0350614302,0.0695464760,0.0000000000,0.0191698521,0.0000000000,0.0000000000,0.0732292160,0.0613521673,0.0117602777,0.0124828629,0.0631065071,0.0709815770,0.0371338651,0.0311801881,0.0470621996,0.0227638967,0.0140596395,0.0146517148,0.0339273736,0.0328918472,0.0050191274,0.0055965367,0.0123511245,0.0124088600,0.0440994613,0.0000000000,0.0000000000,0.0126303164,0.0362559035,0.0392728038,0.0273133777,0.0320358574,0.0000000010,-0.1076783687,-0.0370580554,-1.6438994408,0.0073719141,-0.0718614534,-0.0005306654,0.0767920539,-0.0718714222,-0.0055231885
11:55:33:46.654,61,0.0000000000,0.0000000000,0.1200975701,0.0000000000,0.1627546251,0.0913781151,0.1259083450,0.0000000000,0.0000000000,0.0000000000,0.0061375466,0.1631680876,0.0913469568,0.1255428493,0.0214967057,0.0000000000,0.0143314060,0.0662100017,0.0784397572,0.0355659239,0.0702740923,0.0000000000,0.0189375170,0.0000000000,0.0000000000,0.0737161636,0.0618819222,0.0117544420,0.0124641089,0.0632852390,0.0712763444,0.0374287851,0.0313475542,0.0472309217,0.0228091702,0.0140969623,0.0146869197,0.0342761874,0.0331942178,0.0050772009,0.0056565832,0.0131865535,0.0132448170,0.0441752039,0.0000000000,0.0000000000,0.0126483357,0.0363879241,0.0393317677,0.0275466796,0.0323081613,0.0000000012,-0.1086020023,-0.0366519205,-1.6440316439,0.0037397158,-0.0711960047,-0.0002667030,0.0731782019,-0.0712059736,-0.0052148448
11:55:33:47.657,61,0.0000000000,0.0000000000,0.1178861558,0.0000000000,0.1579112113,0.0909855664,0.1249655932,0.0000000000,0.0000000000,0.0000000000,0.0038501860,0.1582968235,0.0909537449,0.1246077195,0.0215865951,0.0000000000,0.0147627015,0.0667494684,0.0791500732,0.0359641612,0.0709342435,0.0000000000,0.0186309554,0.0000000000,0.0000000000,0.0739596412,0.0623502657,0.0117245866,0.0124232555,0.0632766783,0.0713459700,0.0376117565,0.0314311571,0.0474407300,0.0228920691,0.0141178714,0.0147026768,0.0345195681,0.0333988480,0.0051398156,0.0057184477,0.0138061978,0.0138627170,0.0442214757,0.0000000000,0.0000000000,0.0126593281,0.0364290960,0.0392877162,0.0277379286,0.0325136594,0.0000000012,-0.1075784639,-0.0354688093,-1.6431374550,0.0023463371,-0.0690702051,-0.0001623200,0.0718413964,-0.0690802410,-0.0049664150
11:55:33:48.657,61,0.0000000000,0.0000000000,0.1151731759,0.0000000000,0.1352715194,0.0902464837,0.1197660714,0.0000000000,0.0000000000,0.0000000000,0.0007323836,0.1355828494,0.0902132913,0.1194387600,0.0216508768,0.0000000000,0.0152663216,0.0670802072,0.0795613527,0.0360501334,0.0709425062,0.0000000000,0.0183759797,0.0000000000,0.0000000000,0.0738450885,0.0625847653,0.0116728898,0.0123629346,0.0631696433,0.0713428035,0.0377706401,0.0314428285,0.0475581698,0.0229418557,0.0140787484,0.0146560743,0.0346942209,0.0335459337,0.0052073495,0.0057853814,0.0142100602,0.0142637733,0.0442156307,0.0000000000,0.0000000000,0.0125910165,0.0364236087,0.0391804948,0.0278992020,0.0326684602,0.0000000008,-0.1066412181,-0.0341380388,-1.6423293352,0.0004466051,-0.0591591820,-0.0000264517,0.0702325851,-0.0591693707,-0.0041570310
11:55:33:49.659,61,0.0000000000,0.0000000000,0.1159295216,0.0000000000,0.1397290528,0.0898844972,0.1182731390,0.0000000000,0.0000000000,0.0000000000,0.0015085683,0.1400559396,0.0898498520,0.1179484278,0.0217955410,0.0000000000,0.0158855040,0.0675486922,0.0801251903,0.0364205092,0.0712643340,0.0000000000,0.0182062034,0.0000000000,0.0000000000,0.0762580633,0.0665001124,0.0116322143,0.0123133529,0.0632254705,0.0715362951,0.0380121544,0.0314846039,0.0478230305,0.0230744295,0.0140759125,0.0146471281,0.0349772908,0.0338042192,0.0052918657,0.0058737276,0.0146694891,0.0147217186,0.0443472490,0.0000000000,0.0000000000,0.0125893690,0.0365328118,0.0392083526,0.0281359889,0.0329234637,0.0000000010,-0.1055485681,-0.0330221765,-1.6426719427,0.0009198117,-0.0611109510,-0.0000562806,0.0706855282,-0.0611211210,-0.0043221381
11:55:33:50.661,61,0.0000000000,0.0000000000,0.1162007153,0.0000000000,0.1434580684,0.0900052264,0.1177495196,0.0000000000,0.0000000000,0.0000000000,0.0018043797,0.1437959820,0.0899688080,0.1174236611,0.0221858341,0.0000000000,0.0169345737,0.0723688677,0.0862476155,0.0370826162,0.0717856437,0.0000000000,0.0180658828,0.0000000000,0.0000000000,0.0785734430,0.0701145083,0.0116631100,0.0123393890,0.0635996312,0.0723125115,0.0386739261,0.0318006501,0.0481012315,0.0231723040,0.0140863210,0.0146464715,0.0358631089,0.0346046686,0.0053870678,0.0059732557,0.0154045969,0.0154521111,0.0446376242,0.0000000000,0.0000000000,0.0125842588,0.0367993265,0.0393754691,0.0284194462,0.0332317390,0.0000000015,-0.1064542904,-0.0319528095,-1.6422678232,0.0011000641,-0.0627428591,-0.0000691119,0.0708437338,-0.0627529919,-0.0044477489
11:55:33:51.662,61,0.0000000000,0.0000000000,0.1151978746,0.0000000000,0.1417201757,0.0899241120,0.1171222553,0.0000000000,0.0000000000,0.0000000000,0.0007617536,0.1420475990,0.0898860171,0.1167952269,0.0225088634,0.0000000000,0.0177094713,0.0739155412,0.0881580338,0.0376614146,0.0720143616,0.0000000000,0.0179832317,0.0000000000,0.0000000000,0.0804484859,0.0727991760,0.0116820186,0.0123532703,0.0640353188,0.0730136931,0.0392327569,0.0319937356,0.0484253764,0.0233112369,0.0141034992,0.0146548804,0.0364387333,0.0351455733,0.0054878960,0.0060792277,0.0154294893,0.0154739330,0.0451362729,0.0000000000,0.0000000000,0.0125670610,0.0370821580,0.0395639278,0.0287136361,0.0335536972,0.0000000032,-0.1079116762,-0.0311895348,-1.6427853107,0.0004644353,-0.0619799607,-0.0000288226,0.0702356547,-0.0619901083,-0.0043558907
11:55:33:52.664,61,0.0000000000,0.0000000000,0.1100129932,0.0000000000,0.1579166055,0.0906092897,0.1172652245,0.0000000000,0.0000000000,0.0042885016,0.0000000000,0.1582491994,0.0905656815,0.1169334501,0.0228884444,0.0000000000,0.0183603894,0.0748933181,0.0892995521,0.0381960198,0.0722078457,0.0000000000,0.0178155806,0.0000000000,0.0000000000,0.0902900398,0.0840956718,0.0116790207,0.0123399207,0.0645643398,0.0738825500,0.0398361385,0.0321485102,0.0488318801,0.0235014223,0.0141198924,0.0146574490,0.0368901938,0.0355709903,0.0055731330,0.0061656316,0.0154198892,0.0154621685,0.0456882603,0.0000000000,0.0000000000,0.0125773838,0.0373974890,0.0398029834,0.0289814919,0.0338465534,0.0000000041,-0.1079965681,-0.0312974751,-1.6431366205,-0.0026134544,-0.0690494850,0.0001807448,0.0670434088,-0.0690595135,-0.0046338532
11:55:33:53.665,61,0.0000000000,0.0000000000,0.1090162620,0.0000000000,0.1563696414,0.0909007266,0.1174523309,0.0000000000,0.0000000000,0.0053745583,0.0000000000,0.1566920429,0.0908550248,0.1171176285,0.0233309418,0.0000000000,0.0189482942,0.0761124715,0.0906807408,0.0392852165,0.0732045695,0.0000000000,0.0177200362,0.0000000000,0.0000000000,0.0932231396,0.0874744728,0.0117126126,0.0123691782,0.0650030077,0.0745369047,0.0405387990,0.0324354731,0.0492876917,0.0236946065,0.0141641414,0.0146880317,0.0374859087,0.0361514091,0.0056745354,0.0062708156,0.0154103935,0.0154501647,0.0462570786,0.0000000000,0.0000000000,0.0126369121,0.0377091281,0.0400266089,0.0292680915,0.0341694653,0.0000000045,-0.1092763022,-0.0312438291,-1.6433713436,-0.0032754606,-0.0683701560,0.0002242929,0.0664390624,-0.0683802217,-0.0045468346
11:55:33:54.666,61,0.0000000000,0.0000000000,0.1099563390,0.0000000000,0.1539390087,0.0913753510,0.1157157496,0.0000000000,0.0000000000,0.0045099123,0.0000000000,0.1542621851,0.0913274810,0.1153851151,0.0237293318,0.0000000000,0.0194426849,0.0768736750,0.0914538056,0.0398330875,0.0736497492,0.0000000000,0.0176649075,0.0000000000,0.0000000000,0.0947754607,0.0891473666,0.0117404666,0.0123959314,0.0653428957,0.0750309750,0.0412338004,0.0327167064,0.0496783741,0.0238507502,0.0141989794,0.0147092957,0.0379409939,0.0366036966,0.0057529123,0.0063526416,0.0157178827,0.0157548897,0.0466040708,0.0000000000,0.0000000000,0.0126685789,0.0379880182,0.0402077846,0.0295221359,0.0344466604,0.0000000082,-0.1104056388,-0.0307058971,-1.6446352005,-0.0027487106,-0.0673098266,0.0001852949,0.0670168176,-0.0673198998,-0.0045149811
11:55:33:55.668,61,0.0000000000,0.0000000000,0.1070091352,0.0000000000,0.1607421190,0.0920129791,0.1154445782,0.0000000000,0.0000000000,0.0073840208,0.0000000000,0.1610603929,0.0919627026,0.1151091084,0.0242915582,0.0000000000,0.0200381167,0.0781617016,0.0930632874,0.0424429663,0.0752804577,0.0000000000,0.0176572688,0.0000000000,0.0000000000,0.0988682359,0.0913260654,0.0118035590,0.0124532701,0.0658700317,0.0757161602,0.0426531173,0.0330847241,0.0502242073,0.0240869373,0.0143022463,0.0148012443,0.0385941043,0.0372383073,0.0058718883,0.0064813104,0.0160834845,0.0161187854,0.0471122265,0.0000000000,0.0000000000,0.0127832666,0.0384558290,0.0405931510,0.0299202874,0.0349164084,0.0000000073,-0.1130442917,-0.0302726924,-1.6463202238,-0.0044995085,-0.0702765584,0.0003167305,0.0652072206,-0.0702866018,-0.0045874710
11:55:33:56.670,61,0.0000000000,0.0000000000,0.1041842848,0.0000000000,0.1588631123,0.0925905854,0.1149066612,0.0000000000,0.0000000000,0.0101990979,0.0000000000,0.1591582447,0.0925385505,0.1145654917,0.0247582030,0.0000000000,0.0205020104,0.0789631680,0.0939492807,0.0435977094,0.0762268230,0.0000000000,0.0176598579,0.0000000000,0.0000000000,0.1004370153,0.0923309252,0.0118528502,0.0124979056,0.0663047954,0.0762663111,0.0435169488,0.0334041491,0.0507462323,0.0243108254,0.0143927988,0.0148840947,0.0391516425,0.0377747975,0.0059792479,0.0065979683,0.0163720381,0.0164055899,0.0476212949,0.0000000000,0.0000000000,0.0128867328,0.0388657041,0.0409299396,0.0302758235,0.0353457071,0.0000000078,-0.1152893901,-0.0302861985,-1.6477516890,-0.0062152562,-0.0694472343,0.0004323248,0.0634895116,-0.0694572702,-0.0044139191
11:55:33:57.672,61,0.0000000000,0.0000000000,0.1009607092,0.0000000000,0.1707982719,0.0931216776,0.1174798980,0.0000000000,0.0000000000,0.0132667711,0.0000000000,0.1710940301,0.0930676237,0.1170903742,0.0252521597,0.0000000000,0.0210786797,0.0796537325,0.0946377590,0.0445635058,0.0772733539,0.0000000000,0.0176802091,0.0000000000,0.0000000000,0.1033325791,0.0950427800,0.0119033819,0.0125417626,0.0667181015,0.0768314824,0.0443350077,0.0336876586,0.0514245145,0.0246320199,0.0145012289,0.0149805285,0.0396263078,0.0382336304,0.0060863416,0.0067147734,0.0164686404,0.0165007114,0.0481879078,0.0000000000,0.0000000000,0.0130354408,0.0392729454,0.0412756391,0.0305858888,0.0357362442,0.0000000094,-0.1167481914,-0.0306540988,-1.6494541168,-0.0080816355,-0.0746562779,0.0006044616,0.0615019836,-0.0746662319,-0.0045977412
11:55:33:58.673,61,0.0000000000,0.0000000000,0.1033489779,0.0000000000,0.1691881269,0.0935627371,0.1178905144,0.0000000000,0.0000000000,0.0108912624,0.0000000000,0.1694980413,0.0935066342,0.1174906120,0.0255610328,0.0000000000,0.0214305241,0.0798721462,0.0948397219,0.0451007560,0.0776830241,0.0000000000,0.0176857635,0.0000000000,0.0000000000,0.1043924317,0.0959224924,0.0119207595,0.0125534059,0.0670762956,0.0772840828,0.0448772460,0.0337997824,0.0519662872,0.0249043889,0.0145758884,0.0150453746,0.0399233922,0.0385133289,0.0061724032,0.0068071685,0.0161559507,0.0161859691,0.0486913398,0.0000000000,0.0000000000,0.0131161194,0.0395933054,0.0415310450,0.0308432467,0.0360495970,0.0000000084,-0.1185311675,-0.0317597277,-1.6502897739,-0.0066349069,-0.0739590973,0.0004916047,0.0629601181,-0.0739690736,-0.0046624979
11:55:33:59.676,61,0.0000000000,0.0000000000,0.1043732315,0.0000000000,0.1701136380,0.0938542783,0.1178648099,0.0000000000,0.0000000000,0.0098167248,0.0000000000,0.1704328209,0.0937961936,0.1174623221,0.0258339774,0.0000000000,0.0219007581,0.0801018775,0.0950412005,0.0453985743,0.0778104514,0.0000000000,0.0176828671,0.0000000000,0.0000000000,0.1046689823,0.0962318555,0.0119525446,0.0125809452,0.0674527213,0.0778125077,0.0454232879,0.0339400135,0.0523993857,0.0251076110,0.0146367811,0.0150942160,0.0402280204,0.0388025567,0.0062448215,0.0068829330,0.0156518240,0.0156798847,0.0491834991,0.0000000000,0.0000000000,0.0131480014,0.0398960598,0.0417520367,0.0310876556,0.0363370143,0.0000000131,-0.1180056483,-0.0329150856,-1.6509822607,-0.0059801228,-0.0743666887,0.0004455408,0.0635821968,-0.0743766427,-0.0047345427
11:55:34:00.677,61,0.0000000000,0.0000000000,0.1029193550,0.0000000000,0.1865725368,0.0948921517,0.1187067479,0.0000000000,0.0000000000,0.0110523058,0.0000000000,0.1869134456,0.0948272869,0.1182906777,0.0261624083,0.0000000000,0.0223743338,0.0805465728,0.0954842493,0.0458864905,0.0782482326,0.0000000000,0.0177186783,0.0000000000,0.0000000000,0.1049759164,0.0964877009,0.0120035773,0.0126292454,0.0678501204,0.0783485770,0.0460154451,0.0341717266,0.0528414920,0.0253003146,0.0147192869,0.0151653802,0.0406363793,0.0391963571,0.0063102632,0.0069537344,0.0153572485,0.0153840184,0.0496708564,0.0000000000,0.0000000000,0.0132318316,0.0402688161,0.0420574397,0.0313189141,0.0366242714,0.0000000136,-0.1173209995,-0.0338916741,-1.6523344517,-0.0067290273,-0.0815582275,0.0005500234,0.0626613796,-0.0815680623,-0.0051191370
11:55:34:01.678,61,0.0000000000,0.0000000000,0.1010203511,0.0000000000,0.1888731718,0.0954013616,0.1204902679,0.0000000000,0.0000000000,0.0128455339,0.0000000000,0.1892034709,0.0953346863,0.1200400442,0.0264345333,0.0000000000,0.0228666030,0.0808309093,0.0957524851,0.0463435762,0.0786217824,0.0000000000,0.0176440999,0.0000000000,0.0000000000,0.1055597365,0.0971242115,0.0120330071,0.0126504805,0.0682461411,0.0788855180,0.0464776903,0.0342702121,0.0533862151,0.0255731381,0.0147865489,0.0152216330,0.0409251302,0.0394598804,0.0063848305,0.0070320708,0.0150650125,0.0150919901,0.0500954837,0.0000000000,0.0000000000,0.0132955266,0.0405505933,0.0422966965,0.0315174870,0.0368753262,0.0000000140,-0.1193776205,-0.0342031382,-1.6525552273,-0.0078201639,-0.0825581178,0.0006470822,0.0615001284,-0.0825679228,-0.0050862571
11:55:34:02.679,61,0.0000000000,0.0000000000,0.1071912721,0.0000000000,0.1884083003,0.0958023369,0.1258183867,0.0000000000,0.0000000000,0.0067088292,0.0000000000,0.1887870282,0.0957341790,0.1253723204,0.0266509298,0.0000000000,0.0231686234,0.0809916258,0.0958068445,0.0465283208,0.0788993984,0.0000000000,0.0175590310,0.0000000000,0.0000000000,0.1058782116,0.0974206105,0.0120475609,0.0126605295,0.0684296191,0.0791227296,0.0468299836,0.0343829244,0.0537538491,0.0257608443,0.0148329195,0.0152603528,0.0410718322,0.0395880155,0.0064193509,0.0070663467,0.0148994485,0.0149253756,0.0503154546,0.0000000000,0.0000000000,0.0133697214,0.0407355390,0.0424298048,0.0316159539,0.0370095037,0.0000000128,-0.1192470565,-0.0345432088,-1.6529207230,-0.0040842947,-0.0823745728,0.0003372042,0.0652579740,-0.0823843926,-0.0053845583
11:55:34:03.682,61,0.0000000000,0.0000000000,0.1078790948,0.0000000000,0.1850245893,0.0958814397,0.1275177896,0.0000000000,0.0000000000,0.0060758791,0.0000000000,0.1854014844,0.0958127752,0.1270708889,0.0267443769,0.0000000000,0.0233614277,0.0810409933,0.0957645774,0.0465461574,0.0791239887,0.0000000000,0.0174081568,0.0000000000,0.0000000000,0.1054592133,0.0971417353,0.0120405592,0.0126490872,0.0683856234,0.0790846646,0.0470202230,0.0344630629,0.0539517775,0.0258536991,0.0148367155,0.0152598126,0.0411661938,0.0396509208,0.0064375922,0.0070814393,0.0145103829,0.0145350797,0.0504746176,0.0000000000,0.0000000000,0.0134150125,0.0407897457,0.0424397960,0.0316553265,0.0370704494,0.0000000091,-0.1205033138,-0.0344032273,-1.6525778770,-0.0036994056,-0.0808972269,0.0002999255,0.0656846464,-0.0809070468,-0.0053220983
11:55:34:04.682,61,0.0000000000,0.0000000000,0.1150455624,0.0000000000,0.1721684784,0.0956257880,0.1278678477,0.0000000000,0.0000000000,0.0000000000,0.0008750917,0.1725700945,0.0955569074,0.1274238825,0.0268088114,0.0000000000,0.0235966705,0.0812053904,0.0958887264,0.0465728603,0.0792960897,0.0000000000,0.0174064487,0.0000000000,0.0000000000,0.1025330052,0.0932818800,0.0120576769,0.0126685919,0.0683472306,0.0790661573,0.0471970364,0.0346012563,0.0540280156,0.0258701146,0.0148339448,0.0152599327,0.0413940810,0.0398668461,0.0064678965,0.0071153301,0.0142556187,0.0142789232,0.0506352335,0.0000000000,0.0000000000,0.0134253353,0.0408708528,0.0424745008,0.0317350514,0.0371696576,0.0000000089,-0.1216894016,-0.0340973139,-1.6515946388,0.0005330484,-0.0752979144,-0.0000402135,0.0700787902,-0.0753078610,-0.0052831080
11:55:34:05.683,61,0.0000000000,0.0000000000,0.1172140613,0.0000000000,0.1662544012,0.0951401964,0.1280997396,0.0000000000,0.0000000000,0.0000000000,0.0030079177,0.1666568220,0.0950712413,0.1276554763,0.0266981162,0.0000000000,0.0238160100,0.0808250830,0.0954486877,0.0463897735,0.0791063607,0.0000000000,0.0174085349,0.0000000000,0.0000000000,0.0990854353,0.0892246589,0.0120277777,0.0126399249,0.0680394769,0.0787381604,0.0470617786,0.0345271155,0.0540521443,0.0259064250,0.0148070781,0.0152343437,0.0414178148,0.0398796089,0.0065033571,0.0071561653,0.0140574491,0.0140802879,0.0506759249,0.0000000000,0.0000000000,0.0134096351,0.0408300757,0.0424097367,0.0317363814,0.0371817052,0.0000000125,-0.1210117787,-0.0334576070,-1.6514343023,0.0018325766,-0.0727178827,-0.0001334964,0.0714133680,-0.0727278665,-0.0051984503
11:55:34:06.686,61,0.0000000000,0.0000000000,0.1160219014,0.0000000000,0.1668878198,0.0943924636,0.1285042316,0.0000000000,0.0000000000,0.0000000000,0.0018562684,0.1672834009,0.0943257362,0.1280600280,0.0265095029,0.0000000000,0.0239321310,0.0798610225,0.0936713219,0.0458499305,0.0782850832,0.0000000000,0.0173884612,0.0000000000,0.0000000000,0.0957036987,0.0855350718,0.0119694620,0.0125818755,0.0676311105,0.0782806128,0.0468522720,0.0343682952,0.0539726950,0.0258948021,0.0147447707,0.0151751954,0.0412258320,0.0396784618,0.0064978679,0.0071522892,0.0137189925,0.0137416925,0.0504985526,0.0000000000,0.0000000000,0.0133468211,0.0406662822,0.0422363840,0.0316642374,0.0371044353,0.0000000156,-0.1206398606,-0.0331763513,-1.6511453390,0.0011309104,-0.0729911923,-0.0000826934,0.0706856027,-0.0730011612,-0.0051649683
11:55:34:07.690,61,0.0000000000,0.0000000000,0.1166688204,0.0000000000,0.1641928852,0.0939099118,0.1284748465,0.0000000000,0.0000000000,0.0000000000,0.0024136188,0.1645862013,0.0938438699,0.1280294359,0.0264105853,0.0000000000,0.0240846612,0.0795842633,0.0931995735,0.0456728712,0.0782513395,0.0000000000,0.0173754767,0.0000000000,0.0000000000,0.0941475481,0.0838605762,0.0119438916,0.0125561375,0.0672971755,0.0779044554,0.0467468798,0.0343202986,0.0540090203,0.0259232838,0.0147156985,0.0151510369,0.0412553549,0.0396960266,0.0065251235,0.0071847979,0.0136042954,0.0136268614,0.0504715629,0.0000000000,0.0000000000,0.0133323101,0.0405813120,0.0421362408,0.0316340439,0.0370785110,0.0000000161,-0.1201091558,-0.0324059501,-1.6505651474,0.0014705957,-0.0718143508,-0.0001057918,0.0710857958,-0.0718243793,-0.0051101404
11:55:34:08.688,61,0.0000000000,0.0000000000,0.1139358655,0.0000000000,0.1648931354,0.0935126841,0.1283098161,0.0000000000,0.0000000000,0.0003171897,0.0000000000,0.1652690321,0.0934474021,0.1278642863,0.0263184402,0.0000000000,0.0242194813,0.0793179050,0.0928078070,0.0452607647,0.0777975693,0.0000000000,0.0173099339,0.0000000000,0.0000000000,0.0911574364,0.0810417309,0.0119343083,0.0125467051,0.0670045242,0.0775534436,0.0467096828,0.0343657471,0.0538254157,0.0258209817,0.0146688214,0.0151113262,0.0413053781,0.0397196524,0.0065132389,0.0071740495,0.0135260466,0.0135484505,0.0503206626,0.0000000000,0.0000000000,0.0132724019,0.0404804349,0.0420198850,0.0315716416,0.0370182246,0.0000000170,-0.1203370020,-0.0319542997,-1.6507145166,-0.0001932566,-0.0721122250,0.0000139604,0.0694191158,-0.0721222088,-0.0050112889
11:55:34:09.691,61,0.0000000000,0.0000000000,0.1138373986,0.0000000000,0.1550099701,0.0929170921,0.1279560030,0.0000000000,0.0000000000,0.0005148540,0.0000000000,0.1553612798,0.0928524733,0.1275089085,0.0262903087,0.0000000000,0.0244703032,0.0792404562,0.0927101374,0.0450844243,0.0777831152,0.0000000000,0.0173348859,0.0000000000,0.0000000000,0.0896842033,0.0794910043,0.0119375447,0.0125529319,0.0666465834,0.0771619231,0.0467435531,0.0344401188,0.0537901558,0.0257921629,0.0146601051,0.0151116196,0.0414731130,0.0398617722,0.0065411879,0.0072102980,0.0134455655,0.0134684937,0.0502750948,0.0000000000,0.0000000000,0.0132582812,0.0404466242,0.0419616364,0.0316041708,0.0370694287,0.0000000119,-0.1207847968,-0.0322699510,-1.6499655247,-0.0003137841,-0.0677891523,0.0000213038,0.0693800598,-0.0677992254,-0.0047073225
11:55:34:10.693,61,0.0000000000,0.0000000000,0.1211520433,0.0000000000,0.1507422179,0.0923562869,0.1280420721,0.0000000000,0.0000000000,0.0000000000,0.0067540170,0.1511303484,0.0922921970,0.1275974810,0.0263163242,0.0000000000,0.0246736594,0.0792946443,0.0927855745,0.0450739302,0.0779478401,0.0000000000,0.0173341166,0.0000000000,0.0000000000,0.0891237482,0.0789734572,0.0119428392,0.0125616491,0.0664147735,0.0769216940,0.0468030758,0.0345352367,0.0537855066,0.0257823411,0.0146604525,0.0151182124,0.0416694582,0.0400408171,0.0065781870,0.0072524389,0.0135355061,0.0135581559,0.0502935201,0.0000000000,0.0000000000,0.0132720182,0.0404766351,0.0419634804,0.0316783898,0.0371581838,0.0000000109,-0.1217318103,-0.0314746499,-1.6497008801,0.0041168267,-0.0659436062,-0.0002718718,0.0738472566,-0.0659537092,-0.0048731039
